LinAccel: x,y,z,AngVel: x,y,z,Magnetometer: x,y,z,time,name
-19.62561,-114.4591,-27.62711,2.396422,-0.6612841,7.836757,0,0,0,11.55358,clavicula.R

61.03572,158.7584,-16.4026,4.551107,-2.172407,17.19079,0,0,0,11.58766,clavicula.R

-27.69619,-132.5515,-28.29125,-0.3914983,-0.6668795,0.5334039,0,0,0,11.62595,clavicula.R

-1.982714,-13.36363,3.482229,-0.9263415,-0.8725539,-1.185466,0,0,0,11.67765,clavicula.R

-20.55205,-29.89941,13.38126,-0.401852,-0.3209022,-0.05175317,0,0,0,11.73625,clavicula.R

-0.3803185,-0.289238,0.5752364,-0.1251053,-0.03043865,-0.004017457,0,0,0,11.88804,clavicula.R

-63.67472,-107.7916,23.13232,-0.7406859,0.6517199,0.1339371,0,0,0,11.92565,clavicula.R

49.00957,83.86763,-21.60533,-0.1268872,0.3963374,0.08796821,0,0,0,11.97329,clavicula.R

-97.98471,-183.7888,72.70839,-3.106712,1.622336,-4.053733,0,0,0,12.02083,clavicula.R

-112.8124,-216.9776,102.1842,-10.89034,2.597619,-12.87789,0,0,0,12.06666,clavicula.R

-148.1377,-344.5102,53.3724,-26.36782,1.987093,-26.57141,0,0,0,12.11612,clavicula.R

119.2252,226.9996,-81.53464,-19.78029,0.1415886,-20.1054,0,0,0,12.15351,clavicula.R

-195.4442,-498.0643,103.9345,-35.34342,-0.2708413,-35.99704,0,0,0,12.19983,clavicula.R

-288.312,-1063.634,79.88819,-78.01994,-4.899343,-80.86094,0,0,0,12.25378,clavicula.R

677.3733,1866.024,-324.1002,-35.58082,-4.176739,-37.87827,0,0,0,12.28943,clavicula.R

