LinAccel: x,y,z,AngVel: x,y,z,Magnetometer: x,y,z,time,name
15.08065,-0.538058,-0.7485134,-0.1641275,0.1213371,0.01055105,0,0,0,3.34623,respiracao

-19.37499,0.6786973,0.5375889,-0.122061,0.08242264,0.01006689,0,0,0,3.394733,respiracao

0.4651439,-0.02229234,0.00416987,-0.04462777,0.02330877,0.003695293,0,0,0,3.548476,respiracao

79.87808,-2.936511,-2.143281,-0.186438,-0.007254397,-0.005078078,0,0,0,3.590544,respiracao

-79.11375,2.549856,3.02013,-0.0375408,-0.08759519,-0.03017986,0,0,0,3.632003,respiracao

-9.631598,1.742906,0.4981694,0.01443737,-0.09600854,-0.002887475,0,0,0,3.674279,respiracao

-6.642728,0.8480992,0.6019593,0.06281196,-0.1322042,0.007178509,0,0,0,3.725294,respiracao

-10.75663,-1.454261,-0.9210487,0.02617443,-0.03700522,0,0,0,0,3.759106,respiracao

-7.649394,0.02501049,0.4497016,0.06267552,-0.05571157,-0.01102625,0,0,0,3.811692,respiracao

3.126895,-0.4774691,-0.7060475,0.03198448,-0.02558758,-0.01644916,0,0,0,3.845087,respiracao

-4.17066,0.333135,0.08168453,0.05284565,-0.01892005,-0.01239589,0,0,0,3.891863,respiracao

-25.29193,2.803567,0.6815602,0.204682,0.007014025,0.0197668,0,0,0,3.939724,respiracao

1.086664,-0.1062153,-0.0589939,0.05870893,0.00135274,0.002164385,0,0,0,4.090567,respiracao

-65.80094,4.999691,1.487271,0.275479,-0.06901598,0.01169762,0,0,0,4.142744,respiracao

5.140378,-2.080899,0.1834029,0.0329162,-0.130374,0.006454158,0,0,0,4.190028,respiracao

28.83846,-2.490618,-0.9219484,-0.04681877,-0.08518415,0.002601043,0,0,0,4.236959,respiracao

-2.055673,-0.6531223,0.2436927,-0.04509859,-0.08003411,-0.001270383,0,0,0,4.285004,respiracao

7.604196,-0.7138523,-0.2023971,-0.03935981,-0.05127133,-0.00466103,0,0,0,4.34393,respiracao

7.340116,-0.5976648,-0.3668429,-0.03675271,-0.02882566,-0.007927055,0,0,0,4.386278,respiracao

-37.0629,-1.601388,0.2510773,-0.100507,-0.008015899,-0.0320636,0,0,0,4.435771,respiracao

21.44914,-0.4873017,-1.331749,-0.09219582,0.07375665,-0.01780333,0,0,0,4.483767,respiracao

2.947929,0.4392004,-0.8884423,-0.08117186,0.1339336,0.0229987,0,0,0,4.528883,respiracao

2.414593,0.08038072,0.04038671,-0.02514756,0.03471457,0.006013548,0,0,0,4.677395,respiracao

-186.4822,-8.916671,-3.0034,-0.214753,0.1803925,0.03279865,0,0,0,4.716475,respiracao

127.3515,5.35044,3.945084,-0.08015702,0.01963029,0.004089644,0,0,0,4.753785,respiracao

9.259815,0.3052535,0.3930584,-0.06469309,0.002132739,0.001421826,0,0,0,4.796712,respiracao

-45.23637,-2.858779,0.8013553,-0.08249613,0.001222165,0,0,0,0,4.846653,respiracao

29.26772,1.622206,-0.4349633,-0.04030057,-0.0006396917,-0.001279383,0,0,0,4.89436,respiracao

5.069378,0.2926316,-0.2551868,-0.02481212,-0.001272417,-0.001908625,0,0,0,4.942327,respiracao

12.53596,0.7951777,-0.2908042,-0.009444415,-0.001574069,-0.002098759,0,0,0,5.000491,respiracao

-11.57911,-0.6672568,-0.1886261,0.001123289,-0.002808223,-0.003931512,0,0,0,5.054827,respiracao

8.673989,0.5762164,-0.06389681,0.0145922,-0.003040042,-0.004256058,0,0,0,5.105019,respiracao

4.708709,0.2779023,0.03203144,0.01366675,-0.001322589,-0.001763452,0,0,0,5.330572,respiracao

-77.30819,-5.108658,7.453661,0.1998645,-0.01460197,-0.01642722,0,0,0,5.364011,respiracao

95.16415,6.325489,-7.123734,0.05376483,-0.002481454,-0.002481454,0,0,0,5.400906,respiracao

7.226262,0.4747803,-0.6105836,0.05105619,-0.002042248,-0.002042248,0,0,0,5.445735,respiracao

31.64862,2.076942,-1.42044,0.1055308,-0.003860883,-0.003217403,0,0,0,5.493162,respiracao

-1.751159,-0.3469751,1.200828,0.06704578,-0.001327639,-0.001327639,0,0,0,5.539134,respiracao

-17.26536,-1.194214,0.9953889,0.03918745,0,0,0,0,0,5.5734,respiracao

31.58803,1.724981,0.6024827,0.06658524,-0.00082204,0.00082204,0,0,0,5.610524,respiracao

0.07140508,-0.1701171,0.7420028,0.0569563,-0.0006546701,0,0,0,0,5.657139,respiracao

51.98972,3.068549,0.5313329,0.1010372,-0.0005644536,0.0005644536,0,0,0,5.711205,respiracao

-14.4632,-0.8402038,-0.2241392,0.02057478,-0.0002743303,0.0002743303,0,0,0,5.856082,respiracao

168.5962,10.39711,-0.3118208,0.142718,-0.0006287138,0.0006287138,0,0,0,5.904622,respiracao

-72.25862,-4.652946,-1.154957,0.08776093,-0.0005970131,0.0005970131,0,0,0,5.955739,respiracao

-79.91921,-38.19299,-0.5123287,0.5439215,0.003410166,-0.0008525415,0,0,0,5.991535,respiracao

44.37322,-204.6921,-4.880136,4.001611,-0.03499442,-0.06998883,0,0,0,6.026418,respiracao

18.23896,-508.6622,13.74759,19.1292,-0.1596882,-0.3096616,0,0,0,6.076679,respiracao

-72.76396,329.6953,26.14598,14.84249,0.06736381,-0.09526196,0,0,0,6.121529,respiracao

69.76865,-546.795,262.1023,74.87064,0.5153565,-0.38089,0,0,0,6.173047,respiracao

-94.29085,1727.773,-321.7151,68.45632,-0.4185253,-0.5958881,0,0,0,6.220881,respiracao

-66.2337,1246.891,-519.6219,56.85941,-0.003732702,-0.3415423,0,0,0,6.269935,respiracao

12.32168,-434.1582,144.6292,4.621812,-0.02434804,-0.0169929,0,0,0,6.448589,respiracao

-0.6465109,37.12114,-76.46974,5.797606,-0.0415406,0.1228541,0,0,0,6.483117,respiracao

7.164875,-213.6996,105.6379,-0.04731787,-0.02933494,0.0655147,0,0,0,6.545536,respiracao

-8.40763,110.8104,-26.59857,-0.8767974,0.01879131,0.07864512,0,0,0,6.589385,respiracao

2.374177,-16.03503,6.319973,-0.4684957,0.0005915933,0.04200313,0,0,0,6.64097,respiracao

2.245216,-23.46754,4.468869,-0.4589548,-0.05512926,0.03235848,0,0,0,6.691898,respiracao

0.6215268,-24.0622,2.809944,-0.3077019,-0.05984554,0.01496139,0,0,0,6.75717,respiracao

-0.6089238,-27.31553,2.055826,-0.3437908,-0.08383621,0.0159688,0,0,0,6.795392,respiracao

1.387804,-26.38051,2.40325,-0.3986424,-0.09034432,0.02563825,0,0,0,6.845385,respiracao

0.5884217,8.218884,-1.267545,-0.258489,-0.03248266,0.03248266,0,0,0,6.896118,respiracao

0.4025686,-2.323871,1.475697,-0.01548287,0.0002958804,0.01716106,0,0,0,7.06629,respiracao

37.13921,-1072.966,334.5358,-16.92493,0.8116032,0.08161799,0,0,0,7.106298,respiracao

0.2568384,-102.2155,-34.01734,-27.87872,0.04466879,-0.02302515,0,0,0,7.172568,respiracao

13.01108,-233.6938,-23.73057,-32.16428,-0.09272214,0.01020794,0,0,0,7.208444,respiracao

3.786847,-324.6555,-31.42407,46.89999,0.01461186,0.1496255,0,0,0,7.260657,respiracao

-25.94096,578.6721,-109.2525,-33.09657,0.1227592,0.2110859,0,0,0,7.321812,respiracao

-7.248241,395.0427,-45.04188,-18.69069,0.02523157,0.1503157,0,0,0,7.378659,respiracao

-11.72533,-53.84329,-99.23498,-34.67385,0.06515891,0.3568226,0,0,0,7.427836,respiracao

-55.5004,945.7375,-14.56538,-32.17322,-0.3072432,0.2166873,0,0,0,7.46558,respiracao

-61.56226,1281.358,208.4823,-23.53833,-0.0790721,0.1701248,0,0,0,7.516525,respiracao

32.02377,-489.5108,-49.64277,-1.041467,0.02578819,0.02981759,0,0,0,7.679157,respiracao

40.38943,-570.5369,-4.364073,15.36921,0.0524421,-0.1242878,0,0,0,7.73735,respiracao

75.28957,-889.209,174.268,58.41135,0.06169271,-0.4848115,0,0,0,7.789785,respiracao

-86.2812,1478.935,0.7827851,44.34754,0.2877286,-0.2433141,0,0,0,7.837195,respiracao

-38.09024,579.3838,-195.3771,29.9848,-0.2454915,-0.3209636,0,0,0,7.873992,respiracao

-27.8054,1022.016,-319.3365,58.27306,-0.1537076,-0.4152038,0,0,0,7.937129,respiracao

-39.05299,722.8162,-451.5074,57.00899,-0.1812801,-0.253108,0,0,0,7.98174,respiracao

45.34405,-1676.9,545.5521,15.44903,-0.07555791,-0.05387608,0,0,0,8.028188,respiracao

24.73786,-878.3151,294.6928,1.534985,0.005091467,-0.007637201,0,0,0,8.064151,respiracao

4.023852,-187.8058,43.86767,-0.5631599,-0.01172217,0.07171212,0,0,0,8.108409,respiracao

0.11707,6.795473,0.003236056,0.007228694,-0.007001483,0.02692878,0,0,0,8.266285,respiracao

-11.26798,196.4874,-40.8811,-1.612163,0.01006414,0.1752838,0,0,0,8.302673,respiracao

5.751242,-78.44448,17.92811,-0.4391987,-0.04615906,0.03649786,0,0,0,8.359531,respiracao

1.616501,-37.14088,3.276072,-0.546259,-0.0997248,0.02748825,0,0,0,8.407269,respiracao

-0.9139594,-26.71979,4.877218,-0.2006041,-0.04918678,0.009108664,0,0,0,8.440774,respiracao

0.5733583,-27.09555,1.669841,-0.4206819,-0.1023645,0.02353208,0,0,0,8.492648,respiracao

1.489374,1.054769,-0.1710393,-0.2596386,-0.03920638,0.0265397,0,0,0,8.543242,respiracao

-1.589372,28.60714,-1.47887,-0.07776634,-0.006319255,0.01263851,0,0,0,8.591536,respiracao

1.774315,-34.12913,1.870138,-0.2352266,-0.01072354,0.07439454,0,0,0,8.63707,respiracao

4.837029,-95.3922,32.44813,-1.359883,0.09692524,0.04687888,0,0,0,8.685243,respiracao

-3.771662,118.4443,-42.41004,-2.743372,0.0488386,0.0005195595,0,0,0,8.853193,respiracao

65.90912,-2031.345,353.5709,-63.42785,-0.03369533,-0.007300654,0,0,0,8.907535,respiracao

-28.42942,380.7876,-252.4749,65.96437,0.1422815,0.3032526,0,0,0,8.958154,respiracao

-38.41545,1251.426,-170.2158,-34.13762,0.07172677,0.2652654,0,0,0,9.007508,respiracao

-14.38118,316.172,-81.73595,-30.62516,0.2118182,0.3635782,0,0,0,9.054764,respiracao

1.263338,317.9237,41.71756,-11.20041,-0.2839899,0.01591871,0,0,0,9.102692,respiracao

-91.28068,975.9623,-70.11491,-32.48768,-0.1609446,0.2703157,0,0,0,9.137012,respiracao

-43.95098,1018.135,197.745,-21.67285,-0.06737673,0.1524842,0,0,0,9.188647,respiracao

92.35448,-1319.127,-62.05738,-5.914639,-0.06006798,0.01151989,0,0,0,9.225735,respiracao

-20.00074,317.1391,41.41978,-7.742965,0.04264465,0.1000965,0,0,0,9.27726,respiracao

5.454732,-79.9139,-3.255447,5.185757,-0.007308708,-0.05709928,0,0,0,9.466959,respiracao

291.976,-3269.937,745.1192,128.7452,0.0997638,-1.029765,0,0,0,9.503055,respiracao

-242.8167,3348.784,-506.0364,40.46169,0.168556,-0.2593698,0,0,0,9.547413,respiracao

-50.41308,1883.967,-592.3463,79.23502,-0.2073994,-0.5599178,0,0,0,9.597883,respiracao

-0.3348721,-691.2958,28.41526,35.94864,-0.1223145,-0.157334,0,0,0,9.658013,respiracao

24.18765,-942.5598,306.5984,14.59442,-0.08218621,-0.05136639,0,0,0,9.699601,respiracao

10.45253,-318.2445,101.2574,3.327414,-0.0004098013,0.003688212,0,0,0,9.774071,respiracao

5.375183,-306.7872,86.79241,-0.1244515,-0.03256945,0.07178573,0,0,0,9.819983,respiracao

2.347076,48.82371,2.383017,-0.05650663,-0.04045913,0.09710192,0,0,0,9.869012,respiracao

-7.520336,97.88903,-23.7277,-0.7034875,0.01528953,0.06115811,0,0,0,9.916915,respiracao

0.5520511,-7.188837,1.698298,-0.136105,-0.002157009,0.01270239,0,0,0,10.08184,respiracao

0.7642723,6.174532,-5.435863,-1.120048,-0.1929271,0.06387886,0,0,0,10.12914,respiracao

1.088889,-61.14079,8.904931,-0.4221288,-0.09622017,0.02702814,0,0,0,10.18559,respiracao

0.6692799,7.27005,-1.154055,-0.2657785,-0.03104092,0.03462256,0,0,0,10.23672,respiracao

-1.476911,23.90925,-1.962565,-0.1805931,-0.007713877,0.04821173,0,0,0,10.28419,respiracao

4.405663,-63.47189,16.52245,-0.4107944,0.02866146,0.04967987,0,0,0,10.33211,respiracao

3.017356,-114.1575,42.80072,-3.365658,0.2267769,0.02997052,0,0,0,10.3932,respiracao

15.13444,-517.2091,141.6344,-19.3794,0.4155158,0.009977073,0,0,0,10.4452,respiracao

9.455364,-351.4152,19.30906,-29.66265,-0.03508941,-0.02998549,0,0,0,10.49304,respiracao

-17.39644,685.1573,-173.5255,-17.121,-0.04868905,0.002704947,0,0,0,10.52688,respiracao

-18.76124,536.0815,-73.51357,5.930323,0.02589071,0.02634098,0,0,0,10.71167,respiracao

16.79034,-2781.155,-245.1754,-121.5672,0.3043156,1.008705,0,0,0,10.74928,respiracao

-80.74545,3684.654,96.97515,-28.17416,-0.3142338,0.1625977,0,0,0,10.78269,respiracao

-11.85054,408.9105,113.77,-15.68776,-0.06529482,0.1299095,0,0,0,10.82756,respiracao

-74.83506,1280.684,144.4976,-21.67179,-0.1146811,0.1187978,0,0,0,10.87945,respiracao

120.2369,-1785.173,-115.2875,-4.592676,-0.004183528,0.04267198,0,0,0,10.91592,respiracao

7.829289,-117.9669,-5.348701,-2.83983,0.09622135,0.09037005,0,0,0,10.96286,respiracao

44.16841,-651.7086,-48.2416,8.998177,-0.02877977,-0.1115216,0,0,0,11.03072,respiracao

46.86274,-675.5786,54.90334,33.13236,0.0936953,-0.2475827,0,0,0,11.08447,respiracao

-14.07459,478.7167,118.471,40.34072,0.02734835,-0.3288162,0,0,0,11.13245,respiracao

-12.55595,-30.16711,-74.24749,8.028472,-0.1386971,-0.08723609,0,0,0,11.29327,respiracao

-61.18958,2486.518,-783.5949,89.68044,-0.1064862,-0.5098276,0,0,0,11.35402,respiracao

47.44577,-2198.088,624.6542,18.79333,-0.07813579,-0.0579914,0,0,0,11.40402,respiracao

26.44943,-1042.375,333.3207,-0.2640103,-0.03190527,0.07819919,0,0,0,11.4528,respiracao

0.5527927,59.21167,0.4672967,0.04017957,-0.01331394,0.0659357,0,0,0,11.50094,respiracao

-0.6489492,25.13585,-6.201698,-0.04526849,-0.01449171,0.0202884,0,0,0,11.55358,respiracao

-5.86728,82.55638,-15.8353,-0.8256497,-0.002686769,0.09224574,0,0,0,11.58766,respiracao

-0.6350391,13.86013,-2.420671,-0.5648334,0.02072052,0.04701964,0,0,0,11.62595,respiracao

1.806542,-2.910196,3.075278,-0.5628051,-0.03836699,0.04840144,0,0,0,11.67765,respiracao

1.934929,-43.81439,5.769018,-0.3924697,-0.06666069,0.02031068,0,0,0,11.73625,respiracao

-0.06010625,-0.5716009,0.4363751,-0.1251182,-0.03063525,0.006291167,0,0,0,11.88804,respiracao

5.815665,-127.4297,4.879917,-0.7659544,-0.1265835,0.07870898,0,0,0,11.92565,respiracao

-4.399803,99.53333,-5.175846,-0.1391095,-0.005765782,0.0377979,0,0,0,11.97329,respiracao

10.16857,-192.0826,48.91633,-1.850215,0.1290134,0.07959037,0,0,0,12.02083,respiracao

2.245856,-204.6004,94.21166,-7.076838,0.4562009,0.02863743,0,0,0,12.06666,respiracao

9.977255,-297.4153,46.0337,-18.72084,0.2135003,-0.0006170528,0,0,0,12.11612,respiracao

-9.539708,218.4635,-80.98181,-13.99658,-0.02203594,-0.02040365,0,0,0,12.15351,respiracao

16.63108,-440.5888,72.54983,-24.94497,-0.0573183,-0.01383545,0,0,0,12.19983,respiracao

25.11362,-833.7766,38.81168,53.86317,-0.04072872,0.1340654,0,0,0,12.25378,respiracao

-62.49695,1655.958,-233.6612,-23.66725,0.1001435,0.1249654,0,0,0,12.28943,respiracao

