LinAccel: x,y,z,AngVel: x,y.1,z.1,Magnetometer: x,y.2,z.2,time,name
-7.847011e-10,0.003660138,0.0008405258999999999,0.0,0.0,0.0,0,0,0,0.02,respiracao
5.6837464100000014e-11,-0.000265111045,-6.088096710000002e-05,0.0,0.0,0.0,0,0,0,0.3533334,respiracao
-1.5618814176999998e-11,7.285193664999999e-05,1.6729961987e-05,0.0,0.0,0.0,0,0,0,0.5332239000000001,respiracao
-4.548286942531e-11,0.0002121490420995,4.871859095960999e-05,0.0,0.0,0.0,0,0,0,0.6388838000000001,respiracao
-3.253761080827593e-10,0.001517674911262985,0.0003485237747287883,0.0,0.0,0.0,0,0,0,0.6849331999999999,respiracao
1.2422471975751725e-10,-0.0005794301796621105,-0.00013306218875813635,0.0,0.0,0.0,0,0,0,0.7581164,respiracao
-1.532039324072745e-10,0.0007145999496101367,0.00016410312033725592,0.0,0.0,0.0,0,0,0,0.8079141,respiracao
-2.9177732497221823e-10,0.001360957558488304,0.0003125347316101177,0.0,0.0,0.0,0,0,0,0.8431404,respiracao
1.9706186225083344e-10,-0.0009191696032453509,-0.00021108109605169647,0.0,0.0,0.0,0,0,0,0.8934115,respiracao
-1.5702954832475e-11,7.324438390263949e-05,1.6820060618449108e-05,0.0,0.0,0.0,0,0,0,0.9416097,respiracao
1.5622358435502574e-10,-0.0007286847674829207,-0.00016733750518144652,0.0,0.0,0.0,0,0,0,1.123375,respiracao
-3.304943674693492e-10,0.0015415485969755124,0.00035400626584455657,0.0,0.0,0.0,0,0,0,1.172223,respiracao
3.3468331675919524e-11,-0.00015610873409073461,-3.58493207246633e-05,0.0,0.0,0.0,0,0,0,1.226127,respiracao
-2.274046364972241e-11,0.00010606988297727795,2.43582501782601e-05,0.0,0.0,0.0,0,0,0,1.2772809999999999,respiracao
2.2628341090508328e-11,-0.00010554694951068165,-2.4238167994652193e-05,0.0,0.0,0.0,0,0,0,1.331291,respiracao
-1.3356148676728474e-10,0.0006229803285146796,0.0001430633269601604,0.0,0.0,0.0,0,0,0,1.374293,respiracao
1.2117058839698143e-10,-0.0005651844361445596,-0.00012979081219119515,0.0,0.0,0.0,0,0,0,1.432027,respiracao
-1.0282829934809055e-10,0.0004796291769156633,0.00011014364663426415,0.0,0.0,0.0,0,0,0,1.478746,respiracao
-1.356678550442717e-12,6.3282238074698995e-06,1.4531856490279242e-06,0.0,0.0,0.0,0,0,0,1.5256100000000001,respiracao
-1.805673033565133e-10,0.000842232587714224,0.00019341319256947079,0.0,0.0,0.0,0,0,0,1.562843,respiracao
1.0739737589930461e-10,-0.0005009411443685734,-0.00011503777922291586,0.0,0.0,0.0,0,0,0,1.7474290000000001,respiracao
-7.166121687230208e-10,0.0033425452856689426,0.0007675930396233126,0.0,0.0,0.0,0,0,0,1.7827419999999998,respiracao
2.1929792693830942e-10,-0.001022886641429932,-0.00023489908881130065,0.0,0.0,0.0,0,0,0,1.845951,respiracao
-4.251206379185072e-11,0.00019829218275710205,4.553643633566098e-05,0.0,0.0,0.0,0,0,0,1.901343,respiracao
-3.8102017691375555e-10,0.0017772192054827131,0.0004081264750900698,0.0,0.0,0.0,0,0,0,1.9359959999999998,respiracao
